Index,Title,Tags,Type,Language,Seasons,Z0XM,Imtiyaz,Lights,Legend,DeadPoOl,AvgRating
1830,Bhavesh Joshi Superhero,"Life, Action, Fantasy, Crime, Thriller",Movie,Hindi,,♾️,,10,,7.5,♾️
1731,Godzilla - Minus One,"Drama, Life, Action, War",Movie,Japanese,,♾️,,♾️,,6.5,♾️
1687,Transformers One,"Adventure, Sci-Fi, Fantasy, Action",Movie,English,,♾️,♾️,9,,,♾️
1323,The Office,"Drama, Comedy",Series,English,9,♾️,,♾️,7,♾️,♾️
1322,FullMetal Alchemist : Brotherhood,"Drama, Adventure, Action, Fantasy, Classic",Animated Series,Japanese,1,♾️,,10,10,♾️,♾️
1321,Ben 10: Omniverse,"Comedy, Action, Fantasy, SuperPowers",Series,English,8,♾️,♾️,10,,,♾️
1320,Ben 10: Classic,"Comedy, Action, Fantasy, Classic, SuperPowers",Animated Series,English,4,♾️,10,10,,,♾️
1319,Ben 10: Alien Force,"Comedy, Action, Fantasy, SuperPowers",Animated Series,English,3,♾️,10,10,,,♾️
1288,Ben 10: Ultimate Alien,"Comedy, Action, Fantasy, SuperPowers",Animated Series,English,2,♾️,10,7,,,♾️
1256,The Sky Is Pink,"Drama, Life",Movie,English,,♾️,,10,,9,♾️
1255,Inside Out,"Drama, Comedy, Life, Different",Animated Movie,English,,♾️,10,10,♾️,7,♾️
1254,Inside Out 2,"Drama, Comedy, Life, Feel Good, Different",Animated Movie,English,,♾️,,10,♾️,8,♾️
1226,Goodbye,"Drama, Comedy",Movie,Hindi,,♾️,,9,,,♾️
1125,Doraemon: Steel Troops,"Comedy, Action, Sci-Fi, Thriller",Animated Movie,English,,♾️,♾️,8,,,♾️
966,Now You See Me,"Mystery, Different, Magic",Movie,English,,♾️,10,7,10,8,♾️
544,Mob Psycho 100,"Action, Fantasy",Animated Series,Japanese,3,♾️,,,9,8,♾️
364,Adventures of Tintin,"Drama, Comedy, Fantasy, Thriller, Mystery, Different",Movie,English,,♾️,♾️,,,,♾️
363,MegaMind,"Comedy, Action",Animated Movie,English,,♾️,9,,10,,♾️
1877,Metro In Dino,"Drama, Life, Romance, Feel Good, Comedy, Musical",Movie,Hindi,,10,,10,,,10
1855,Final Destination Bloodlines,"Comedy, Action, Fantasy, Thriller",Movie,English,,10,,6,,,8
1813,Parking,"Drama, Thriller, Life",Movie,Tamil,,10,,7,,6,7.67
1786,Karwaan,"Comedy, Drama, Life, Feel Good",Movie,Hindi,,10,,9,,,9.5
1774,Black Warrant,"Drama, Life, Crime, Mystery, Different",Series,Hindi,1,10,,,,8,9
1768,Udta Punjab,"Drama, Life, Different, Crime",Movie,Hindi,,10,,,,7.5,8.75
1679,Dan Da Dan,"Comedy, Action, Fantasy, Horror, Thriller, Gods & Demons, Magic, Drama",Animated Series,Japanese,2,10,♾️,9,,10,♾️
1477,Taarak Mehta ka Oolta Chasmah,"Drama, Comedy, Life, Romance, Feel Good",Series,Hindi,1,10,8.5,7.5,,,8.67
1385,Pagglait,"Drama, Life, Feel Good",Movie,Hindi,,10,9,,,,9.5
1317,Cosmos: A Spacetime Odyssey,"Sci-Fi, Thriller, Mystery, Documentary",Series,English,1,10,10,10,,,10
1307,Mouse,"Crime, Thriller, Mystery",Series,Korean,1,10,,8,,♾️,♾️
1286,Moon Knight,"Adventure, Action, Fantasy",Series,English,1,10,9.5,7,9,8,8.7
1267,Slumdog Millionaire,"Drama, Romance",Movie,English,,10,9,♾️,9,,♾️
1263,Your Name,"Drama, Romance, Fantasy, Different, Magic",Animated Movie,Japanese,,10,10,10,6,10,9.2
1262,Welcome,"Comedy, Romance",Movie,Hindi,,10,10,10,10,10,10
1261,October,"Drama, Romance",Movie,Hindi,,10,,10,,,10
1260,Heyy Babyy,"Drama, Comedy, Romance",Movie,Hindi,,10,10,10,9.5,,9.88
1259,Yeh Jawaani Hai Deewani,"Drama, Comedy, Romance",Movie,Hindi,,10,,10,9.5,,9.83
1258,Dil Dhadakne Do,"Drama, Comedy, Romance, Feel Good",Movie,Hindi,,10,4,10,,,8
1253,SpiderMan: Into The Spiderverse,"Adventure, Action, SuperPowers",Animated Movie,English,,10,10,10,,10,10
1252,3 Idiots,"Drama, Comedy, Life, Feel Good",Movie,Hindi,,10,10,10,9.5,10,9.9
1251,Taare Zameen Par,"Drama, Life, Feel Good",Movie,Hindi,,10,10,10,9.5,10,9.9
1250,Bhool Bhulaiya,"Comedy, Horror, Mystery",Movie,Hindi,,10,9,10,9,9,9.4
1249,Kapoor & Sons,"Drama, Comedy",Movie,Hindi,,10,,10,6.5,,8.83
1241,Avengers: Infinity War ,"Action, Sci-Fi, Thriller, Different, SuperPowers",Movie,English,,10,♾️,10,♾️,10,♾️
1240,Avengers: Endgame ,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,10,10,10,9.5,10,9.9
1230,Om Shanti Om,"Drama, Romance, Musical",Movie,Hindi,,10,10,9,,8,9.25
1225,Thor: Ragnarok ,"Adventure, Action, Gods & Demons, SuperPowers",Movie,English,,10,9,9,10,10,9.6
1192,Blurr,"Comedy, Thriller, Mystery",Movie,Hindi,,10,,8,,,9
1178,Maharaja,"Drama, Crime, Thriller",Movie,Tamil,,10,♾️,8,9,10,♾️
1177,Moana,"Drama, Adventure",Animated Movie,English,,10,8.5,8,,,8.83
1043,Taarzan: The Wonder Car,"Romance, Action, Fantasy",Movie,Hindi,,10,10,7,8,7,8.4
972,Oppenheimer,"Drama, Thriller, Real Incident",Movie,English,,10,♾️,7,,7,♾️
746,Penguins of Madagascar,"Comedy, Adventure",Animated Movie,English,,10,9.5,6.5,,,8.67
745,Animal,"Drama, Action, Thriller",Movie,Hindi,,10,8,6.5,8.5,8,8.2
543,Attack On Titan,"Action, Fantasy, Thriller, War, Different, Gods & Demons, Magic",Animated Series,Japanese,4,10,♾️,,♾️,♾️,♾️
542,That Time I Got Reincarnated As a Slime,"Comedy, Feel Good, Fantasy, Gods & Demons, Magic, Isekai",Animated Series,Japanese,3,10,10,,,10,10
541,Jujutsu Kaisen,"Comedy, Action, Fantasy, Thriller, Gods & Demons, Magic",Animated Series,Japanese,2,10,8,,10,10,9.5
540,One Punch Man,"Comedy, Action, Sci-Fi, SuperPowers",Animated Series,Japanese,2,10,8,,9,9,9
539,Kaguya Sama Love is War,"Comedy, Romance",Animated Series,Japanese,3,10,,,,,10
538,Code: Geass,"Action, Sci-Fi",Animated Series,Japanese,2,10,,,,10,10
537,Steins; Gate,"Drama, Sci-Fi, Thriller",Animated Series,Japanese,2,10,,,9,10,9.67
451,The Sandman,"Drama, Fantasy, Horror, Gods & Demons, Magic",Series,English,1,10,10,,,,10
362,The Call,"Drama, Thriller, Mystery",Movie,Korean,,10,,,,,10
361,Guardians of the Galaxy Vol.3,"Comedy, Adventure, Action, Sci-Fi",Movie,English,,10,9,,9,9,9.25
360,RRR,"Drama, Action, History",Movie,Telugu,,10,,,,8,9
359,Jawan,"Drama, Action, Thriller",Movie,Hindi,,9.5,9.5,,,7,8.67
1789,Dhoom Dhaam,"Drama, Comedy, Romance, Feel Good, Action, Mystery",Movie,Hindi,,9,,,8,7,8
1707,It's What's Inside,"Drama, Fantasy, Sci-Fi, Mystery, Thriller, Different",Movie,English,,9,,7,,8,8
1384,Leave the world behind,"Mystery, Different",Movie,English,,9,,9,,,9
1373,Clash-a-Rama,"Comedy, Feel Good, Game & Media, Fantasy, Different, Magic",Shorts,English,,9,9,,,,9
1314,Death Note,"Drama, Crime, Thriller, Gods & Demons, Magic",Animated Series,Japanese,1,9,,9,10,10,9.5
1313,F.R.I.E.N.D.S,"Comedy, Adventure, Action, Fantasy",Series,English,10,9,10,9,10,10,9.6
1311,Best of Luck Nikki,"Drama, Comedy",Series,Hindi,4,9,10,9,10,7,9
1265,Inception,"Action, Sci-Fi, Thriller, Classic, Fantasy",Movie,English,,9,,♾️,♾️,9,♾️
1248,Good Will Hunting,"Drama, Life",Movie,English,,9,8,10,,,9
1239,Interstellar,"Drama, Adventure, Sci-Fi",Movie,English,,9,10,10,9,10,9.6
1229,Aladdin (2019),"Drama, Romance, Fantasy, Musical, Magic",Movie,English,,9,8,9,9,,8.75
1228,Kalki,"Drama, Romance",Movie,Hindi,,9,8,9,8.5,8,8.5
1224,Harry Potter and the Half Blood Prince,"Drama, Fantasy, Magic",Movie,English,,9,10,9,9.5,,9.38
1223,Harry Potter and the Deathly Hallows Part 2,"Drama, Fantasy, Magic",Movie,English,,9,10,9,9,,9.25
1222,Zootopia,"Comedy, Adventure, Feel Good",Animated Movie,English,,9,9,9,8,,8.75
1221,Harry Potter and the Prisoner of Askaban,"Drama, Fantasy, Magic",Movie,English,,9,8,9,8.5,,8.63
1220,Ajab Prem Ki Ghazab Kahani,"Drama, Life, Comedy, Feel Good",Movie,Hindi,,9,8,9,7,7.5,8.1
1216,Spider-Man: No Way Home ,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,9,10,9,8,9,9
1215,Ra.One,"Adventure, Action, Sci-Fi",Movie,Hindi,,9,10,9,7.5,9,8.9
1203,Kho Gaye Hum Kaha,"Drama, Romance",Movie,Hindi,,9,,8,8,10,8.75
1191,Kill,"Drama, Action, Thriller",Movie,Hindi,,9,10,8,,,9
1176,Spiderman: Across The Spiderverse,"Adventure, Action, SuperPowers",Animated Movie,English,,9,10,8,,10,9.25
1175,"Everything, Everywhere, All at Once","Action, Fantasy, Thriller, SuperPowers",Movie,Korean,,9,10,8,,8,8.75
1174,Pokémon Detective Pikachu,"Adventure, Fantasy, Mystery",Movie,English,,9,,8,,,8.5
1124,Men In Black 3,"Comedy, Action, Sci-Fi",Movie,English,,9,8,8,,,8.33
1042,Atrangi Re,"Drama, Romance, Musical",Movie,Hindi,,9,,7,,6,7.33
1041,Merry Christmas,"Drama, Romance",Movie,Hindi,,9,,7,7,,7.67
694,Jumbo,"Drama, Adventure",Animated Movie,Hindi,,9,9,6,8,,8
536,Demon Slayer,"Comedy, Life, Feel Good, Fantasy, Gods & Demons, Magic",Animated Series,Japanese,4,9,♾️,,9,9,♾️
535,God Of Highschool,"Comedy, Action, Fantasy, Gods & Demons, Magic",Animated Series,Japanese,1,9,10,,,9,9.33
534,Jobless Reincarnation,"Action, Fantasy, Thriller, Magic, Isekai",Animated Series,Japanese,2,9,9,,,9,9
533,Future Diary,"Romance, Action, Fantasy, Sci-Fi, Thriller, Mystery, SuperPowers",Animated Series,Japanese,1,9,8,,,,8.5
532,Tokyo Revengers,"Drama, Action, Magic",Animated Series,Japanese,2,9,7,,,9,8.33
531,Ajin,"Comedy, Romance",Animated Series,Japanese,2,9,,,,,9
530,Blue Exorcist,"Comedy, Fantasy, Magic, SuperPowers",Animated Series,Japanese,3,9,,,,9,9
529,DevilMan Crybaby,"Action, Horror, Magic",Animated Series,Japanese,1,9,,,,,9
527,Noragami,"Action, Fantasy",Animated Series,Japanese,2,9,,,8,,8.5
447,Breaking Bad,"Drama, Crime, Thriller",Series,English,5,9,,,10,10,9.67
445,The Boys,"Drama, Comedy, Action",Series,English,4,9,,,,10,9.5
438,Lucifer,"Drama, Crime, Mystery",Series,English,6,9,,,,,9
437,Farzi,"Drama, Comedy, Crime",Series,Hindi,1,9,,,,9,9
425,The Glory,"Drama, Thriller, Life, Crime",Series,Korean,1,9,8,,,,8.5
358,Predestination,"Sci-Fi, Thriller, Mystery",Movie,English,,9,8,,,♾️,♾️
357,Despicable Me,"Comedy, Feel Good",Animated Movie,English,,9,10,,,,9.5
356,Dabbe: The Posession,"Horror, Thriller",Movie,Turkish,,9,,,,,9
355,Ugly,"Drama, Thriller",Movie,Hindi,,9,,,,,9
354,Puss In Boots: The Last Wish,"Comedy, Adventure",Animated Movie,English,,9,8.5,,9,,8.83
353,Bullet Train,"Comedy, Action, Thriller",Movie,English,,9,9,,8,9,8.75
352,Run,Action,Movie,English,,9,8.5,,,,8.75
351,Black Panther: Wakanda Forever,"Action, Sci-Fi, Thriller, War, SuperPowers",Movie,English,,9,8,,9,8,8.5
350,Tenet,"Action, Sci-Fi, Thriller",Movie,English,,9,9,,,7,8.33
349,Delhi Belly,"Drama, Comedy, Crime",Movie,Hindi,,9,7,,8.5,,8.17
348,Oldboy ,"Action, Crime, Mystery, Different",Movie,Korean,,9,,,,7,8
1881,Takopi's Original Sin,"Life, Different, Mystery, Magic",Animated Series,Japanese,1,8.5,,,,,8.5
1766,Little Things,"Romance, Comedy",Series,Hindi,4,8.5,6,8,,,7.5
1700,Agatha All Along,"Comedy, Fantasy, Mystery, Gods & Demons, Magic",Series,English,1,8.5,7.5,,,,8
1324,The Big Bang Theory,"Drama, Comedy, Life, Romance, Feel Good, Dark Comedy",Series,English,12,8.5,9,♾️,,10,♾️
1306,Gullak,"Drama, Comedy",Series,Hindi,3,8.5,,8,,♾️,♾️
1227,Jab We Met,"Drama, Comedy, Romance",Movie,Hindi,,8.5,9,9,10,7,8.7
1219,How To Train Your Drgaon,"Adventure, Fantasy",Animated Movie,English,,8.5,10,9,,,9.17
1218,Dhamaal,"Comedy, Adventure",Movie,Hindi,,8.5,8,9,,9,8.63
1214,Doctor Strange ,"Action, Fantasy, Sci-Fi, Magic, SuperPowers",Movie,English,,8.5,10,9,7.5,9,8.8
1212,Life Of Pi,"Drama, Adventure, Fantasy",Movie,English,,8.5,10,8.5,,,9
1206,Deadpool and Wolverine,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,8.5,8.5,8.5,,8.5,8.5
1204,Suzume,"Romance, Fantasy, Thriller, Magic",Animated Movie,Japanese,,8.5,10,8,,9,8.88
1202,My Name is Khan,"Drama, Romance, Heartbreaking",Movie,Hindi,,8.5,8,8,,10,8.63
1194,Ratatouille,"Comedy, Feel Good",Animated Movie,English,,8.5,10,8,,9,8.88
1190,Coco,"Comedy, Feel Good, Musical",Animated Movie,English,,8.5,8,8,9,,8.38
1189,Lords of the Rings: The Return of the King,"Drama, Adventure, Fantasy",Movie,English,,8.5,9,8,8.5,8,8.4
1188,Lords of the Rings: The Two Towers,"Drama, Adventure, Fantasy",Movie,English,,8.5,8,8,8,8,8.1
1173,The Shawshank Redemtion,"Drama, Life, Feel Good, Crime",Movie,English,,8.5,,8,8.5,,8.33
1172,Hanuman,"Adventure, Action, Fantasy, Gods & Demons",Animated Movie,Hindi,,8.5,9,8,8,8,8.3
1171,Nayak,"Drama, Action",Movie,Hindi,,8.5,10,8,7.5,7,8.2
1170,Lord of the Rings:The Fellowship of the Rings,"Drama, Adventure, Fantasy",Movie,English,,8.5,8,8,8,8,8.1
1038,Life In a Metro,"Drama, Comedy, Romance",Movie,Hindi,,8.5,,7,,,7.75
965,Kai Po Che,"Drama, Sports",Movie,Hindi,,8.5,,7,,,7.75
729,Kabhi Alvida Na Kehna,"Drama, Romance",Movie,Hindi,,8.5,,6,,,7.25
590,Mission Impossible: Dead Reckoning Part One,"Adventure, Action, Thriller",Movie,English,,8.5,,5,,,6.75
528,A Silent Voice,"Drama, Life, Romance",Animated Movie,Japanese,,8.5,,,,10,9.25
346,KungFu Panda 3,"Comedy, Action, Magic",Animated Movie,English,,8.5,8,,8.5,9,8.5
345,Fighter,"Drama, Action",Movie,Hindi,,8.5,8,,8,,8.17
344,Extraction 2,"Comedy, Action, Crime",Movie,English,,8.5,7,,,9,8.17
1900,Lokah Chapter 1: Chandra,"Drama, Comedy, Gods & Demons, SuperPowers, Magic, Fantasy, Action",Movie,Malyalam,,8,,8,,,8
1896,Demon Slayer: Infinity Castle,"Action, SuperPowers, Gods & Demons, Thriller",Movie,Japanese,,8,,,10,,9
1882,A Gentleman,"Drama, Romance, Comedy, Action",Movie,Hindi,,8,,8,,,8
1847,Sinners,"Horror, Fantasy, Drama, Musical",Movie,English,,8,,7,,,7.5
1790,Your Friendly Neighbourhood Spider-Man,"Action, Sci-Fi, SuperPowers",Animated Series,English,1,8,8,,,,8
1765,Alice In Borderland,"Adventure, Action, Fantasy, Sci-Fi, Thriller, Different",Series,Korean,2,8,♾️,,,10,♾️
1743,Carry-On,"Action, Mystery, Thriller",Movie,English,,8,8.5,,,,8.25
1708,The White Tiger,"Life, Drama, Crime",Movie,English,,8,,,,,8
1683,Sector 36,"Thriller, Crime, Real Incident, Documentary",Movie,Hindi,,8,6,,,,7
1682,Kaalakandi,"Drama, Dark Comedy, Comedy, Life, Crime",Movie,Hindi,,8,,,,8,8
1544,13B: Fear has a new address,"Horror, Mystery",Movie,Hindi,,8,,,,,8
1498,X-Men : 6 - Days of Future Past,"Adventure, Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,8,9,7,,,8
1496,X-Men : 5 - First Class,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,8,7.5,8,,,7.83
1469,Slugterra,"Adventure, Action, Fantasy, Sci-Fi, Different",Animated Series,English,4,8,9.5,,,,8.75
1378,Paperman,"Drama, Romance, Feel Good",Shorts,English,,8,8,,,,8
1376,Bao,"Drama, Life, Feel Good, Different",Shorts,English,,8,♾️,8,,,♾️
1375,Piper,"Comedy, Life, Feel Good, Different",Shorts,English,,8,8,8,,,8
1372,Bramayugam,"Fantasy, Horror, Thriller, Different, Gods & Demons, Magic",Movie,Malyalam,,8,,,,,8
1309,Stranger Things,"Horror, Thriller, Mystery, Sci-Fi, SuperPowers",Series,English,4,8,8,8.5,10,9,8.7
1299,Loki,"Adventure, Action, Sci-Fi, SuperPowers",Series,English,2,8,10,8,8.5,10,8.9
1294,Brooklyn Nine-Nine,"Comedy, Crime, Drama",Series,English,8,8,,7.5,10,,8.5
1290,Family Man,"Drama, Action, Thriller",Series,Hindi,2,8,,7,9,9,8.25
1201,Hasee toh Phasee,"Drama, Comedy, Romance",Movie,Hindi,,8,,8,,,8
1200,Zindagi Na Milegi Dobara,"Drama, Romance, Fantasy",Movie,Hindi,,8,8,8,♾️,8,♾️
1199,New York,"Drama, Romance, Heartbreaking",Movie,Hindi,,8,,8,,,8
1198,Rab Ne Bana Di Jodi,"Drama, Comedy, Romance",Movie,Hindi,,8,9,8,,8,8.25
1197,Karthik Calling Karthik,"Drama, Romance, Thriller",Movie,Hindi,,8,,8,8,,8
1196,Baghban,"Drama, Life, Romance",Movie,Hindi,,8,8,8,7,,7.75
1187,Finding Nemo,"Drama, Comedy, Adventure",Animated Movie,English,,8,9,8,,8,8.25
1169,Monster's Inc,"Drama, Comedy",Animated Movie,English,,8,10,8,,,8.67
1168,The Lego Batman Movie,"Comedy, Adventure, Action, SuperPowers",Animated Movie,English,,8,9,8,,,8.33
1167,The Lego Movie,"Comedy, Adventure, Action, SuperPowers",Animated Movie,English,,8,9,8,,,8.33
1166,Madagascar 3,"Comedy, Adventure",Animated Movie,English,,8,9,8,,8,8.25
1165,The Jungle Book,"Drama, Feel Good, Adventure",Animated Movie,English,,8,9,8,7.5,8,8.1
1164,Andhadhun,"Comedy, Crime, Thriller",Movie,Hindi,,8,,8,,8,8
1163,Blackmail,"Drama, Comedy, Crime",Movie,Hindi,,8,,8,,,8
1162,Ittefaq,"Drama, Thriller, Mystery",Movie,Hindi,,8,,8,,,8
1161,Kaun,"Drama, Thriller, Mystery",Movie,Hindi,,8,,8,,,8
1160,Holiday: A Soldier Is Never Off Duty,"Drama, Action, Thriller",Movie,Hindi,,8,7.5,8,8,8,7.9
1159,Laapata Ladies,"Drama, Comedy",Movie,Hindi,,8,9,8,6,8,7.8
1158,Speak No Evil,"Horror, Thriller",Movie,English,,8,7,8,,,7.67
1135,Marvel’s The Avengers ,"Adventure, Action, Sci-Fi",Movie,English,,8,9,8,8.5,9,8.5
1134,Captain America: Civil War ,"Action, Sci-Fi, Thriller, History, SuperPowers",Movie,English,,8,9,8,8,8,8.2
1133,The Hunger Games,"Adventure, Action, Sci-Fi",Movie,English,,8,7,8,,,7.67
1123,Ready Player One,"Adventure, Action, Sci-Fi, Thriller",Movie,English,,8,10,8,,8,8.5
1122,Big Hero 6,"Comedy, Feel Good, Sci-Fi, Thriller, SuperPowers",Animated Movie,English,,8,9,8,,,8.33
1121,Men In Black,"Comedy, Action, Sci-Fi",Movie,English,,8,8,8,,,8
1120,Doctor Strange in the Multiverse of Madness ,"Action, Fantasy, Sci-Fi, Horror, Thriller, Magic, SuperPowers",Movie,English,,8,8,8,8.5,7,7.9
1119,Iron Man 3 ,"Adventure, Action, Sci-Fi",Movie,English,,8,7,8.5,7.5,,7.75
1110,The Conjuring 2,"Horror, Thriller, Mystery",Movie,English,,8,7,8,,,7.67
1099,Baahubali,"Drama, Action, Thriller, War, Different",Movie,Telugu,,8,9,7.5,8,,8.13
1098,Drishyam,"Drama, Crime, Thriller",Movie,Hindi,,8,8.5,7.5,7,8,7.8
1044,Words Bubble up Like Soda Pop,"Drama, Romance",Animated Movie,Japanese,,8,,7,,8,7.67
1039,The Platform,"Thriller, Mystery, Different",Movie,Spanish,,8,7.5,7,,,7.5
1037,Kal ho na ho,"Drama, Comedy, Romance",Movie,Hindi,,8,10,7,,8.5,8.38
1036,Partner,"Comedy, Romance",Movie,Hindi,,8,9,7,8,7,7.8
974,OMG – Oh My God!,"Drama, Comedy",Movie,Hindi,,8,,7,7.5,10,8.13
964,Baahubali 2,"Drama, Action, Thriller, War",Movie,Telugu,,8,9,7,8.5,,8.13
963,Drishyam 2,"Drama, Crime, Thriller",Movie,Hindi,,8,9.5,7,8,8,8.1
962,PK,"Drama, Comedy, Fantasy",Movie,Hindi,,8,9,7,7,9,8
961,How To Train Your Drgaon 3,"Adventure, Fantasy",Animated Movie,English,,8,9,7,,,8
960,Chillar Party,"Drama, Comedy",Movie,Hindi,,8,9,7,7.5,8,7.9
959,Jack the Giant Slayer,"Adventure, Action, Fantasy",Movie,English,,8,8,7,,,7.67
958,How To Train Your Drgaon 2,"Adventure, Fantasy",Animated Movie,English,,8,8,7,,,7.67
957,The Batman 2022,"Drama, Action, Crime",Movie,English,,8,8,7,,7,7.5
956,Freddy,"Drama, Thriller",Movie,Hindi,,8,6.5,7,,8,7.38
955,Exorcist,"Action, Thriller",Movie,English,,8,7,7,,,7.33
785,Captain America: The Winter Soldier ,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,8,9,7,8,8,8
784,Deadpool 2,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,8,8,7,7,7.5,7.5
783,Don't Look Up,"Drama, Comedy, Sci-Fi",Animated Movie,English,,8,,7,6,,7
730,I want to eat your pancreas,"Drama, Romance",Animated Movie,Japanese,,8,,6,,,7
728,Raanjhanaa,"Drama, Romance",Movie,Hindi,,8,8,6,7.5,,7.38
693,Cuttputlli,"Crime, Thriller, Mystery",Movie,Hindi,,8,,6,8,7,7.25
692,Stree,"Drama, Comedy, Horror",Movie,Hindi,,8,7,6,7.5,,7.13
621,Ant Man and the Wasp: Quantumania,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,8,7,6,8,8,7.4
545,WandaVision,"Drama, Romance, Action, Sci-Fi, Magic",Series,English,1,8,8,,9,8,8.25
526,Ranking of Kings,"Drama, Feel Good, Fantasy, Magic",Animated Series,Japanese,2,8,9,,,,8.5
525,Parasyte - The Maxim,"Fantasy, Classic, Thriller, Mystery, Different",Animated Series,Japanese,1,8,9,,,8,8.33
524,Spy X Family,"Drama, Comedy, Feel Good, War",Animated Series,Japanese,2,8,9,,8,7,8
523,Chainsaw Man,"Action, Fantasy, Thriller, Gods & Demons, Magic",Animated Series,Japanese,1,8,8,,8,10,8.5
522,The Millionaire Detective Balance : Unlimited,"Drama, Comedy, Action",Animated Series,Japanese,1,8,7.5,,,,7.75
521,Horimiya,"Life, Romance",Animated Series,Japanese,1,8,,,,,8
520,Tomodachi Game,"Thriller, Mystery",Animated Series,Japanese,1,8,,,,10,9
519,The Misfit Of Demon King Academy,"Action, Fantasy, Gods & Demons, Magic",Animated Series,Japanese,2,8,,,,,8
518,Anohana,"Drama, Life, SuperPowers",Animated Series,Japanese,1,8,,,,,8
517,Noblesse,"Action, Fantasy",Animated Series,Japanese,1,8,,,,8,8
516,Summertime Rendering,"Thriller, Mystery",Animated Series,Japanese,1,8,,,,8,8
515,Another,"Horror, Thriller, Mystery",Animated Series,Japanese,1,8,,,,,8
514,Erased,"Drama, Sci-Fi, Thriller, Mystery",Animated Series,Japanese,1,8,,,,,8
488,Happy Ending,"Drama, Comedy, Romance",Movie,Hindi,,8,,,,,8
435,Squid Games,"Drama, Thriller, Mystery",Series,Korean,2,8,10,,9,9,9
429,3 Body Problem,"Fantasy, Sci-Fi, Thriller, Mystery, Different",Series,English,1,8,9.5,,,,8.75
427,Aspirants,"Drama, Comedy",Series,Hindi,2,8,9,,8,9.5,8.63
408,Better Call Saul,"Drama, Comedy, Crime",Series,English,6,8,,,,,8
407,Hellbound,"Drama, Fantasy, Thriller, Gods & Demons",Series,Korean,2,8,,,,,8
406,Scam 1992,"Drama, Crime, Real Incident",Series,Hindi,1,8,,,8,8,8
405,Flower of Evil,"Drama, Crime, Thriller, Mystery",Series,Korean,1,8,,,,,8
404,Strangers from Hell,"Drama, Fantasy, Horror, Thriller",Series,Korean,1,8,,,,,8
403,The Peacemaker,"Comedy, Adventure, Action",Series,English,1,8,,,,,8
401,Transformers: Prime,"Adventure, Action, Sci-Fi",Animated Series,English,3,8,,,,,8
343,KungFu Panda,"Comedy, Action, Magic",Animated Movie,English,,8,10,,9,10,9.25
342,Justice League: Snyder Cut,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,8,9,,,9,8.67
341,KungFu Panda 2,"Comedy, Action, Magic",Animated Movie,English,,8,8,,8.5,9,8.38
340,Wild Wild Punjab,"Drama, Comedy",Movie,Hindi,,8,,,,8.5,8.25
339,Knives Out,"Drama, Comedy, Mystery",Movie,English,,8,8.5,,8,,8.17
338,Now You See Me 2,"Action, Crime, Thriller",Movie,English,,8,8,,,8,8
337,Source Code,"Sci-Fi, Thriller, Mystery",Movie,English,,8,8,,,,8
336,The Flash (2023),"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,8,8,,,,8
335,Udaan,"Drama, Life",Movie,Hindi,,8,,,,,8
334,An Action Hero,"Comedy, Action, Crime",Movie,Hindi,,8,,,,8,8
332,Vikram Vedha,"Drama, Action, Thriller",Movie,Hindi,,8,,,,,8
331,Krishna Aur Kans,"Adventure, Gods & Demons",Animated Movie,Hindi,,8,8,,,,8
330,Minions,"Drama, Comedy, Fantasy",Animated Movie,English,,8,8,,,,8
329,Ludo,"Drama, Comedy, Crime",Movie,Hindi,,8,7,,8,8,7.75
328,Monica! Oh My Darling,"Drama, Comedy",Movie,Hindi,,8,,,8,7,7.67
327,The Suicide Squad (2021),"Action, Fantasy, Crime, Gods & Demons, SuperPowers",Movie,English,,8,7,,,,7.5
326,Dhoka Round D Corner,"Drama, Thriller, Mystery",Movie,Hindi,,8,,,,7,7.5
1905,Dhadak 2,"Drama, Life, Romance",Movie,Hindi,,7.5,,,,,7.5
1899,Shaandaar,"Drama, Life, Feel Good, Comedy",Movie,Hindi,,7.5,,,,,7.5
1897,Dolly Kitty aur Wo Chamakte Sitaare,"Drama, Life",Movie,Hindi,,7.5,,,,,7.5
1892,The summer Hikaru Died,"Life, Horror, Mystery, Different",Series,Japanese,1,7.5,,,,,7.5
1890,Lift Boy,"Life, Feel Good",Movie,Hindi,,7.5,,,,,7.5
1864,Love Aaj Kal (2009),"Drama, Life, Romance, Feel Good, Comedy",Movie,Hindi,,7.5,,7,,,7.25
1831,Horrid Henry,"Adventure, Comedy",Animated Series,English,,7.5,,7,,8,7.5
1825,Devaa,"Drama, Action, Crime, Mystery",Movie,Hindi,,7.5,,,,,7.5
1816,HellBoy,"Action, Fantasy",Movie,English,,7.5,,,,,7.5
1801,Coherence,"Sci-Fi, Mystery, Different",Movie,English,,7.5,,7,7,7.5,7.25
