Index,Title,Tags,Type,Language,Seasons,Z0XM,Imtiyaz,Lights,Legend,DeadPoOl,AvgRating
724,Himmatwala,"Drama, Romance, Action",Movie,Hindi,,7,7,6,,,6.67
723,Kaho Naa... Pyaar Hai,"Drama, Romance, Action",Movie,Hindi,,7,7,6,6.5,,6.63
722,Main Tera Hero,"Comedy, Romance",Movie,Hindi,,7,7,6,6.5,,6.63
721,Kaabil,"Drama, Romance, Thriller",Movie,Hindi,,7,6.5,6,,7,6.63
720,Kis Kisko Pyaar Karoon,"Drama, Comedy, Romance",Movie,Hindi,,7,7,6,6,7,6.6
719,Fashion,"Drama, Romance",Movie,Hindi,,7,6.5,6,,,6.5
718,Dear Zindagi,"Drama, Romance",Movie,Hindi,,7,,6,6.5,,6.5
717,Tanu Weds Manu: Returns,"Drama, Comedy, Romance",Movie,Hindi,,7,,6,,,6.5
716,Housefull 2,"Drama, Comedy, Romance",Movie,Hindi,,7,6.5,6,,6,6.38
715,Sandwich,"Comedy, Romance",Movie,Hindi,,7,,6,6,,6.33
695,Jumanji 2 : Welcome to the jungle,"Comedy, Adventure, Fantasy",Movie,English,,7,10,6,,,7.67
687,Fantastic Beasts: Crimes Of Grindelwald,"Drama, Adventure, Fantasy",Movie,English,,7,9.5,6,,,7.5
686,Fukrey,"Drama, Comedy",Movie,Hindi,,7,8,6,7.5,9,7.5
685,Hichki,"Drama, Life",Movie,Hindi,,7,8.5,6,,8,7.38
684,A Wednesday!,"Drama, Thriller",Movie,Hindi,,7,7.5,6,8,8,7.3
683,Ramayana: The Epic,"Adventure, Action",Movie,Hindi,,7,8,6,,,7
682,Chandni Chowk to China,"Comedy, Adventure, Action",Movie,Hindi,,7,7.5,6,,7,6.88
681,Gully Boy,"Drama, Musical",Movie,Hindi,,7,,6,,7.5,6.83
680,Stanley Ka Dabba,"Drama, Life",Movie,Hindi,,7,,6,,,6.5
679,1920,"Horror, Thriller",Movie,Hindi,,7,,6,,,6.5
678,Pari,"Drama, Horror, Thriller, History",Movie,Hindi,,7,,6,,,6.5
677,Nil Battey Sannata,"Drama, Comedy",Movie,Hindi,,7,,6,,,6.5
676,Wazir,"Drama, Crime, Thriller",Movie,Hindi,,7,,6,,,6.5
675,Hotel Transylvania 3,"Drama, Comedy, Adventure",Animated Movie,English,,7,6,6,,,6.33
658,Dostana,"Drama, Comedy",Movie,Hindi,,7,,6,,,6.5
622,The Amazing Spiderman 2,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,10,6,,8,7.75
619,Edge of Tomorrow,"Action, Sci-Fi, Thriller, War",Movie,English,,7,9,6,,8,7.5
618,"Guardians of the Galaxy, Vol. 2","Comedy, Adventure, Action, Sci-Fi",Movie,English,,7,7,6,7,8,7
617,The Hunger Games: Mockingjay Part 1,"Adventure, Action, Sci-Fi",Movie,English,,7,,6,,,6.5
616,The Hunger Games: Mockingjay Part 2,"Adventure, Action, Sci-Fi",Movie,English,,7,,6,,,6.5
596,Vivah,"Drama, Romance",Movie,Hindi,,7,9,5,6.5,5,6.5
595,Hum Tum,"Drama, Comedy, Romance",Movie,Hindi,,7,,5,,,6
589,Happy New Year,"Drama, Comedy, Action",Movie,Hindi,,7,7,5,,7,6.5
569,Terminator : Genisys,"Adventure, Action, Sci-Fi",Movie,English,,7,8.5,5,,,6.83
511,Assassination Classroom,"Drama, Comedy, Action, Thriller, SuperPowers",Animated Series,Japanese,2,7,9,,,,8
510,The Promised Neverland,"Fantasy, Thriller, Mystery, Gods & Demons, Magic",Animated Series,Japanese,2,7,8.5,,,7,7.5
509,Death Parade,"Life, Fantasy, Thriller, Mystery, Dark Comedy, Magic",Animated Series,Japanese,1,7,8.5,,,7,7.5
508,My Hero Academia,"Comedy, Action, Sci-Fi, SuperPowers",Animated Series,Japanese,8,7,8,,,8.5,7.83
507,Seven Deadly Sins,"Comedy, Action, Fantasy, Gods & Demons, Isekai",Animated Series,Japanese,4,7,8,,,7,7.33
506,Re:Zero,"Drama, Fantasy, Thriller, Mystery, Magic, Isekai",Animated Series,Japanese,3,7,,,,,7
505,Classroom of Elite,"Drama, Mystery",Animated Series,Japanese,2,7,,,,,7
504,DeadMan Wonderland,"Action, Sci-Fi, Horror",Animated Series,Japanese,1,7,,,,,7
503,Platinum End,"Drama, Fantasy",Animated Series,Japanese,1,7,,,,,7
482,Lakshya,"Drama, Romance, War",Movie,Hindi,,7,9,,8,,8
481,Dream Girl,"Drama, Comedy, Romance",Movie,Hindi,,7,,,,8,7.5
480,Arjun Patiala,"Drama, Comedy, Romance",Movie,Hindi,,7,,,,,7
479,Dil Maange More,"Drama, Comedy, Romance",Movie,Hindi,,7,,,,,7
478,Honeymoon Travels Pvt Ltd,"Drama, Comedy, Romance",Movie,Hindi,,7,,,,,7
477,Malang,"Romance, Action, Thriller",Movie,Hindi,,7,,,7,,7
476,Dhobi Ghat,"Drama, Romance",Movie,Hindi,,7,6.5,,,,6.75
391,Gen V,"Drama, Action, Sci-Fi",Series,English,1,7,,,,8.5,7.75
390,Panchayat,"Drama, Comedy",Series,Hindi,2,7,,,8,8,7.67
384,Daredevil,"Action, Sci-Fi, Crime, Thriller, SuperPowers",Series,English,3,7,,,,8,7.5
383,The Flash,"Adventure, Action, Sci-Fi, SuperPowers",Series,English,9,7,8,,,7,7.33
381,Werewolf By Night,"Action, Fantasy, Horror, Magic, SuperPowers",Shorts,English,,7,,,,7,7
380,Dark,"Sci-Fi, Thriller, Mystery",Series,English,4,7,,,,,7
379,Titans,"Drama, Adventure, Action",Series,English,4,7,,,,,7
378,Invincible,"Drama, Action",Series,English,3,7,,,,,7
377,Ghoul,"Horror, Thriller, Mystery",Series,Hindi,1,7,,,,,7
302,Shang-Chi and the Legend of the Ten Rings ,"Adventure, Action, Fantasy, SuperPowers",Movie,English,,7,9,,8,9,8.25
301,The Dictator,"Comedy, Feel Good",Movie,English,,7,9.5,,,8,8.17
300,Gangs of Wasseypur Part 2,"Drama, Action, Crime",Movie,Hindi,,7,,,8.5,9,8.17
299,Gangs of Wasseypur Part 1,"Drama, Action, Crime",Movie,Hindi,,7,8,,8.5,9,8.13
298,OMG 2,"Drama, Comedy",Movie,Hindi,,7,6.5,,,10,7.83
297,Dunki,"Drama, Comedy",Movie,Hindi,,7,8.5,,,,7.75
296,KunguFu Panda 4,"Comedy, Action, Magic",Movie,English,,7,7.5,,9,7,7.63
294,Pixels,"Comedy, Action, Sci-Fi",Movie,English,,7,7.5,,,,7.25
293,Pathaan,"Drama, Action, Thriller",Movie,Hindi,,7,,,,7.5,7.25
292,Prisoners,"Drama, Thriller, Mystery",Movie,English,,7,,,7.5,7,7.17
291,Haider,"Drama, Crime, Thriller",Movie,Hindi,,7,7,,,,7
287,3 of Us,"Drama, Life",Movie,Hindi,,7,,,,,7
286,Salaam Bacche,"Drama, Life, Feel Good",Movie,Hindi,,7,,,,,7
285,Hide And Seek,"Drama, Thriller, Mystery",Movie,Korean,,7,,,,,7
284,BrightBurn,"Drama, Sci-Fi, Horror",Movie,English,,7,,,,,7
283,Ek Thi Daayan,"Horror, Thriller, Mystery",Movie,Hindi,,7,,,,,7
281,Aabra Ka Daabra,"Drama, Adventure, Fantasy",Movie,Hindi,,7,,,,,7
280,Chup,"Drama, Crime, Thriller",Movie,Hindi,,7,,,,,7
279,Good Lucky Jerry,"Drama, Comedy, Crime",Movie,Hindi,,7,,,,,7
278,Kathal,"Drama, Comedy",Movie,Hindi,,7,,,,,7
277,Loop Lapeta,"Drama, Comedy, Thriller",Movie,Hindi,,7,,,,,7
276,Mere Dad Ki Maruti,"Drama, Comedy",Movie,Hindi,,7,,,,,7
275,Mithya,"Drama, Thriller",Movie,Hindi,,7,,,,,7
274,One Two Three,"Comedy, Action",Movie,Hindi,,7,,,,,7
273,Suraj pe Mangal Bhaari,"Drama, Comedy",Movie,Hindi,,7,,,,,7
272,Table No. 21,"Drama, Thriller",Movie,Hindi,,7,,,,,7
271,Thank God ,"Drama, Comedy, Fantasy",Movie,Hindi,,7,,,,,7
270,Boss Baby 2,"Drama, Comedy, Feel Good, Fantasy",Animated Movie,English,,7,7,,,,7
269,Nobody,"Drama, Action, Thriller",Movie,English,,7,,,6.5,7,6.83
267,Jaane Jaan,"Drama, Thriller, Mystery",Movie,Hindi,,7,,,,6.5,6.75
266,We Are Family,Drama,Movie,Hindi,,7,,,,6.5,6.75
265,The Number 23,"Drama, Thriller, Mystery",Movie,English,,7,,,6.5,,6.75
264,Black Adam,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7,6,,,,6.5
263,Bunty aur Babli,"Drama, Comedy, Crime",Movie,Hindi,,7,6,,,,6.5
262,Race 2,"Action, Crime, Thriller",Movie,Hindi,,7,5.5,,,7,6.5
261,Lootcase,"Drama, Comedy, Crime",Movie,Hindi,,7,,,,6,6.5
260,Puss In Boots,"Comedy, Adventure",Animated Movie,English,,7,8,,9,,
52,Ginny weds Sunny,"Comedy, Romance, Drama, Life",Movie,Hindi,,7,,,6,,6.5
1904,Gori Tere Pyaar Mein,"Drama, Life, Romance, Comedy",Movie,Hindi,,6.5,,,,,6.5
1889,Deewane Huyee Paagal,"Drama, Comedy",Movie,Hindi,,6.5,,,,,6.5
1876,Sitaare Zameen Par,"Drama, Life, Feel Good, Comedy, Sports",Movie,Hindi,,6.5,,,,7,6.75
1839,Captain America: Brave New World,"Action, SuperPowers",Movie,English,,6.5,,,,6,6.25
1740,Jigra,"Life, Drama, Action, Crime, Thriller",Movie,Hindi,,6.5,,,,,6.5
1718,Bhoothakaalam,"Drama, Life, Horror",Movie,Malyalam,,6.5,,,,,6.5
1257,Before Sunrise,"Drama, Romance",Movie,English,,6.5,,10,,,8.25
1195,OK Jaanu,"Drama, Romance",Movie,Hindi,,6.5,,8,,,7.25
1078,Thor ,"Adventure, Action, Gods & Demons, SuperPowers",Movie,English,,6.5,7,7.5,7.5,,7.13
1050,Ant-Man and the Wasp ,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,6.5,7,7.5,7,7,7
1014,Joker (Bollywood),"Drama, Romance",Movie,Hindi,,6.5,8,7,,,7.17
1013,Housefull,"Drama, Comedy, Romance",Movie,Hindi,,6.5,7,7,,8,7.13
1012,Ready,"Comedy, Romance",Movie,Hindi,,6.5,7,7,6.5,7,6.8
1011,Bodyguard,"Comedy, Romance, Action",Movie,Hindi,,6.5,7,7,7,6.5,6.8
881,Phir Hera Pheri,"Drama, Comedy",Movie,Hindi,,6.5,7,7,,9,7.38
880,No Entry,"Drama, Comedy",Movie,Hindi,,6.5,7,7,8,,7.13
879,Thor: The Dark World ,"Adventure, Action, Gods & Demons, SuperPowers",Movie,English,,6.5,6.5,7,7.5,,6.88
714,Khiladi 786,"Drama, Comedy, Romance, Action",Movie,Hindi,,6.5,6,6,,7,6.38
713,Yaariyan,"Drama, Romance, Musical",Movie,Hindi,,6.5,6,6,6.5,,6.25
712,Tanu Weds Manu,"Drama, Comedy, Romance",Movie,Hindi,,6.5,,6,6.5,6,6.25
711,Dhadak,"Drama, Romance, Musical",Movie,Hindi,,6.5,,6,,,6.25
674,Phata Poster Nikhla Hero,"Drama, Comedy, Action",Movie,Hindi,,6.5,6,6,,7,6.38
673,Shazam!,"Comedy, Action, Fantasy",Movie,English,,6.5,6,6,,6.5,6.25
672,Annabelle: Creation,"Horror, Mystery",Movie,English,,6.5,,6,,,6.25
671,Besharam,"Drama, Comedy, Action",Movie,Hindi,,6.5,,6,,6,6.17
670,Tees Maar Khan,"Drama, Comedy, Action",Movie,Hindi,,6.5,5,6,,7,6.13
624,Teri baaton mei aisa uljha jiya,"Drama, Romance, Sci-Fi",Movie,Hindi,,6.5,6.5,6,,,6.33
615,Black Widow ,"Action, Sci-Fi, SuperPowers",Movie,English,,6.5,5,6,,7,6.13
588,Aquaman,"Comedy, Action, Gods & Demons, SuperPowers",Movie,English,,6.5,6,5,,,5.83
587,Aquaman 2,"Comedy, Action, Gods & Demons, SuperPowers",Movie,English,,6.5,5,5,,,5.5
568,Ms. Marvel,"Adventure, Action, Sci-Fi",Movie,English,,6.5,7,5,6,0,4.9
347,Umbrella Academy,"Drama, Fantasy, SuperPowers",Series,English,4,6.5,6,,,,6.25
259,Players,"Action, Thriller",Movie,Hindi,,6.5,8,,7,6.5,7
258,Evil Dead Rise (2023),Horror,Movie,English,,6.5,7,,,,6.75
257,Do Dooni Chaar,"Drama, Comedy",Movie,Hindi,,6.5,,,,7,6.75
256,Bazaar,"Drama, Crime, Thriller",Movie,Hindi,,6.5,,,,,6.5
255,Birds Of Prey,"Adventure, Action, Crime",Movie,English,,6.5,,,,,6.5
254,Chalaang,"Drama, Comedy, Sports",Movie,Hindi,,6.5,,,,,6.5
253,Leo,"Drama, Crime, Thriller",Movie,Tamil,,6.5,,,,,6.5
252,Zubeidaa,"Drama, Musical, Real Incident",Movie,Hindi,,6.5,,,,,6.5
251,7 Khoon Maaf,"Drama, Thriller, Mystery",Movie,Hindi,,6.5,5,,,,5.75
1866,Behind Her Eyes,"Magic, Mystery, Crime",Series,English,1,6,,,,,6
1853,A Bullet Train Explosion,"Drama, Action, Mystery, Crime",Movie,Japanese,,6,,,,,6
1852,Raid 2,"Drama, Mystery, Crime",Movie,Hindi,,6,,,,,6
1826,No Smoking,"Thriller, Mystery, Fantasy, Life",Movie,Hindi,,6,,,,7,6.5
1800,Garam Masala,"Drama, Comedy",Movie,Hindi,,6,,,,,6
1792,Unlocked,"Crime, Mystery",Movie,Korean,,6,,,,,6
1773,Fire Force,"Action, Fantasy, Gods & Demons, Magic",Animated Series,Japanese,2,6,8,,,,7
1748,Joko Anwar's Nightmares & Daydreams,"Fantasy, Sci-Fi, Horror, Mystery, Gods & Demons, Magic",Series,Indonesian,1,6,7.5,,,,6.75
1724,Do Patti,"Drama, Romance, Fantasy",Movie,Hindi,,6,,,,,6
1713,Raees,"Drama, Action, Crime",Movie,Hindi,,6,,5,,7,6
1710,Rocky Aur Rani ki Prem Kahani,"Drama, Comedy, Life, Romance",Movie,Hindi,,6,7,,,,6.5
1705,CTRL,"Drama, Sci-Fi, Life, Different",Movie,Hindi,,6,,,,,6
1703,Monster,"Crime, Thriller",Movie,English,,6,,,,,6
1694,Emoji Movie,"Comedy, Life, Adventure, Different",Animated Movie,English,,6,7,5,,,6
1657,Ungli,"Drama, Life, Crime, Comedy",Movie,Hindi,,6,,,,,6
1511,Badi Door Se Aye Hain,"Drama, Comedy, Feel Good",Series,Hindi,1,6,8,1,,,5
1501,X-Men : 8 - Dark Phoenix,"Action, Sci-Fi, SuperPowers",Movie,English,,6,6.5,6,,,6.17
1495,X-Men : 4 - Origins Wolverine,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,6,9.5,7,,,7.5
1331,Cars 3,"Comedy, Feel Good, Sports",Movie,English,,6,6.5,,,,6.25
1280,Hawkeye,"Drama, Adventure, Action",Series,English,1,6,6,7,8,7,6.8
1273,Tokyo Ghoul,"Action, Horror, Thriller, Gods & Demons",Animated Series,Japanese,3,6,,6,,7,6.33
1268,She-Hulk: Attorney at Law,"Drama, Comedy, Action",Series,English,1,6,6.5,5,,0,4.38
1077,Jolly LLB 2,"Drama, Comedy",Movie,Hindi,,6,7.5,7.5,7,8,7.2
1076,Cars 2,"Comedy, Feel Good, Sports",Animated Movie,English,,6,8,7.5,7,,7.13
1010,2 States,"Drama, Comedy, Romance",Movie,Hindi,,6,,7,7.5,7,6.88
1009,Kyo Kii Main Jhuth Nahin Bolta,"Drama, Comedy, Romance",Movie,Hindi,,6,,7,7,,6.67
1008,Bajirao Mastani,"Drama, Romance, History",Movie,Hindi,,6,7,7,6.5,,6.63
878,Chhichhore,"Drama, Comedy, Life",Movie,Hindi,,6,,7,8.5,10,7.88
877,Super Mario Bros,"Comedy, Adventure, Fantasy",Animated Movie,English,,6,8.5,7,,,7.17
876,Rush Hour 2,"Comedy, Crime",Movie,English,,6,8,7,,7,7
875,Baby,"Action, Crime, Thriller",Movie,Hindi,,6,,7,7.5,7.5,7
874,Madagascar 2,"Comedy, Adventure",Animated Movie,English,,6,8,7,,,7
873,The Good Dinosaur,"Drama, Feel Good, Adventure",Animated Movie,English,,6,7.5,7,,,6.83
764,Transformers: The Last Knight,"Adventure, Action, Sci-Fi",Movie,English,,6,9,7,,,7.33
747,Badrinath Ki Dulhania,"Drama, Comedy, Romance",Movie,Hindi,,6,,6.5,6.5,,6.33
741,Trapped,"Drama, Thriller",Movie,Hindi,,6,6.5,6.5,,,6.33
740,Ferrari Ki Sawaari,"Drama, Comedy",Movie,Hindi,,6,,6.5,,6.5,6.33
739,Helicopter Eela,"Drama, Comedy",Movie,Hindi,,6,,6.5,,,6.25
710,Toilet: Ek Prem Katha,"Drama, Comedy, Romance, Feel Good",Movie,Hindi,,6,7.5,6,,7,6.63
709,Ae Dil Hai Mushkil,"Drama, Romance, Musical",Movie,Hindi,,6,,6,8,6,6.5
708,Vicky Donor,"Drama, Comedy, Romance",Movie,Hindi,,6,,6,7,7,6.5
707,Mujhse Shaadi Karogi,"Drama, Comedy, Romance",Movie,Hindi,,6,6,6,7.5,,6.38
706,Dum Laga Ke Haisha,"Drama, Comedy, Romance",Movie,Hindi,,6,7,6,6,6.5,6.3
705,Ek Tha Tiger,"Romance, Action, Thriller",Movie,Hindi,,6,6,6,6,7,6.2
704,Prem Ratan Dhan Payo,"Drama, Romance",Movie,Hindi,,6,,6,,6,6
703,Dolly Ki Doli,"Drama, Comedy, Romance",Movie,Hindi,,6,,6,,,6
702,Nautanki Saala,"Comedy, Romance",Movie,Hindi,,6,,6,,,6
701,R... Rajkumar,"Comedy, Romance, Action",Movie,Hindi,,6,,6,,,6
700,Sui Dhaaga,"Drama, Life, Romance",Movie,Hindi,,6,,6,,,6
699,Thank You,"Drama, Comedy, Romance",Movie,Hindi,,6,,6,,,6
698,Judwaa 2,"Comedy, Romance, Action",Movie,Hindi,,6,5,6,,,5.67
669,Bhaag Milkha Bhaag,"Drama, Sports, Real Incident",Movie,Hindi,,6,6,6,9,10,7.4
668,Jajantaram Mamantaram,"Drama, Adventure, Fantasy",Movie,Hindi,,6,9.5,6,8,,7.38
667,KGF 2,"Drama, Action, Thriller",Movie,Kannada,,6,,6,,9,7
666,Dhoom 1,"Action, Crime, Thriller",Movie,Hindi,,6,8,6,6.5,7,6.7
665,The Lego Movie 2,"Comedy, Adventure, Action, SuperPowers",Animated Movie,English,,6,8,6,,,6.67
664,Dabangg,"Drama, Comedy, Action",Movie,Hindi,,6,,6,6.5,7,6.38
663,Golmaal Again,"Drama, Comedy, Feel Good",Movie,Hindi,,6,7,6,,,6.33
662,Pad Man,"Drama, Comedy, Real Incident",Movie,Hindi,,6,7,6,,,6.33
661,Paathshaala,"Drama, Life",Movie,Hindi,,6,6,6,,,6
660,Bhoothnath Returns,"Drama, Comedy, Fantasy",Movie,Hindi,,6,6,6,,6,6
659,Agneepath (2012),"Drama, Action, Thriller",Movie,Hindi,,6,,6,,,6
657,Fukrey 2,"Drama, Comedy",Movie,Hindi,,6,,6,,,6
656,No One Killed Jessica,"Drama, Crime, Thriller",Movie,Hindi,,6,,6,,,6
655,Pihu,"Drama, Thriller",Movie,Hindi,,6,,6,,,6
654,Teen Titans Go! To the Movies,"Comedy, Action, SuperPowers",Movie,English,,6,,6,,,6
653,My Friend Ganesha 2,"Drama, Fantasy",Animated Movie,Hindi,,6,6,6,,,6
652,Thor: Love And Thunder,"Adventure, Action, Gods & Demons, SuperPowers",Movie,English,,6,5,6,6.5,,5.88
651,Atithi Tum Kab Jaoge?,"Drama, Comedy",Movie,Hindi,,6,6,6,3.5,7,5.7
650,Bumm Bumm Bole,"Drama, Life",Movie,Hindi,,6,5,6,,,5.67
649,Laxmii,"Drama, Comedy, Horror",Movie,Hindi,,6,5,6,,,5.67
648,Brothers,"Drama, Action, Sports",Movie,Hindi,,6,5,6,,,5.67
614,Bumblebee,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,6,7,6,,,6.33
613,Captain Marvel ,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,6,7,6,6,6,6.2
612,Green Lantern,"Adventure, Action, Sci-Fi",Movie,English,,6,6,6,,,6
611,Venom Let There Be Carnage,"Action, Sci-Fi, Thriller",Movie,English,,6,5,6,,6,5.75
594,I hate luv stories,"Drama, Comedy, Romance",Movie,Hindi,,6,6,5,5,,5.5
593,Padmavat,"Drama, Romance, History",Movie,Hindi,,6,,5,5.5,,5.5
592,Good Newwz,"Drama, Comedy, Romance",Movie,Hindi,,6,5,5,5,6,5.4
586,Angry Birds 2,"Comedy, Feel Good, Fantasy, Different, SuperPowers",Animated Movie,English,,6,9.5,5,,,6.83
585,John Wick 3,"Action, Horror, Crime",Movie,English,,6,6,5,,9,6.5
584,My Friend Ganesha 3,"Drama, Fantasy",Animated Movie,Hindi,,6,7,5,,,6
583,Fan ,"Drama, Thriller",Movie,Hindi,,6,5.5,5,,,5.5
571,Men In Black - International,"Comedy, Action, Sci-Fi",Movie,English,,6,9,5,,,6.67
502,Rising of The Shield Hero,"Action, Fantasy, Gods & Demons, Magic, Isekai",Animated Series,Japanese,3,6,9.5,,,,7.75
501,Belle,"Drama, Romance, Musical",Animated Movie,Japanese,,6,,,,,6
500,Bubble,"Drama, Sci-Fi",Animated Movie,Japanese,,6,,,,,6
499,Vinland Saga,"Drama, Action, War, History",Animated Series,Japanese,2,6,8.5,,,8,7.5
473,Tu Jhooti Mai Makkar,"Comedy, Romance",Movie,Hindi,,6,7,,,7,6.67
471,Dev D,"Drama, Romance, Musical",Movie,Hindi,,6,,,,,6
470,Roadside Romeo,"Drama, Romance",Animated Movie,Hindi,,6,,,,,6
369,Sacred Games,"Drama, Crime, Thriller",Series,Hindi,2,6,,,,7,6.5
249,Billu Barber,"Drama, Comedy, Musical",Movie,Hindi,,6,7,,,,6.5
248,F.A.L.T.U,"Drama, Comedy",Movie,Hindi,,6,7,,,,6.5
247,Transformers: Rise of the Beasts,"Adventure, Action, Sci-Fi",Movie,English,,6,7,,,,6.5
244,Vaah! Life Ho Toh Aisi!,"Drama, Comedy",Movie,Hindi,,6,6,,6,6,6
242,Confession Of A Murder,"Crime, Thriller, Mystery",Movie,Korean,,6,,,,,6
241,Exhuma,"Horror, Thriller, Mystery",Movie,Hindi,,6,,,,,6
240,Kaalo,"Horror, Thriller",Movie,Hindi,,6,,,,,6
239,Darlings,"Drama, Comedy, Thriller",Movie,Hindi,,6,,,6,,6
238,Hereditary,"Drama, Thriller, Mystery",Movie,English,,6,,,,,6
237,Hypnotic,"Drama, Thriller, Mystery",Movie,English,,6,,,,,6
236,Zokkomon,"Drama, Adventure, Fantasy",Movie,Hindi,,6,,,,,6
234,Disturbia,"Thriller, Mystery",Movie,English,,6,,,,5,5.5
233,Madgaon Express,"Drama, Crime",Movie,Hindi,,6,,,1,6,4.33
1898,Mahavatar Narsimha,"Drama, Gods & Demons",Animated Movie,Hindi,,5,,,,,5
1851,A Thursday,"Drama, Crime, Mystery",Movie,Hindi,,5,,5,,7,5.67
1850,Fresh,"Crime, Mystery, Action",Movie,English,,5,,3,,,4
1849,Crazxy,"Drama, Crime, Different, Mystery",Movie,Hindi,,5,,,,,5
1814,Be Happy,"Drama, Life, Feel Good",Movie,Hindi,,5,,,,,5
1799,Hulchul,"Drama, Comedy",Movie,Hindi,,5,,7,,8.5,6.83
1793,Hungama,"Drama, Comedy",Movie,Hindi,,5,,6,,8.5,6.5
1761,Army Of Thieves,"Crime, Thriller, Comedy",Movie,English,,5,,,,,5
1755,Venom The Last Dance,"Action, Sci-Fi, SuperPowers",Movie,English,,5,6,,,,5.5
1709,Sajini shinde ka viral video,"Drama, Life",Movie,Hindi,,5,,,,,5
1531,Phir Aayi Haseen Dilruba,"Drama, Crime, Mystery",Movie,Hindi,,5,,,6,5,5.33
1502,The New Mutants,"Adventure, Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,5,5,,,,5
1075,Golmaal 3,"Drama, Comedy, Feel Good",Movie,Hindi,,5,6,7.5,,8,6.63
1006,Khoobsurat,"Drama, Comedy, Romance",Movie,Hindi,,5,,7,,,6
872,Spirited Away,"Drama, Fantasy, Different, Gods & Demons, Magic",Animated Movie,Japanese,,5,10,7,,,7.33
871,Kick,"Drama, Comedy, Action",Movie,Hindi,,5,4,7,5,6,5.4
697,ABCD 2,"Drama, Romance, Musical",Movie,Hindi,,5,6,6,6.5,,5.88
696,Bol Bachchan,"Drama, Comedy, Romance",Movie,Hindi,,5,5,6,,6.5,5.63
647,John Wick 4,"Action, Horror, Crime",Movie,English,,5,7.5,6,,9,6.88
646,Despicable Me 3,"Comedy, Feel Good",Animated Movie,English,,5,7,6,,,6
610,Morbius,"Action, Sci-Fi, Horror",Movie,English,,5,5,6,,,5.33
599,No Problem,"Drama, Comedy",Movie,Hindi,,5,,5.5,,,5.25
591,Mere Brother Ki Dulhan,"Drama, Comedy, Romance",Movie,Hindi,,5,,5,,,5
582,The Truman Show,"Drama, Comedy, Life, Feel Good",Movie,English,,5,9.5,5,,,6.5
581,A Flying Jatt,"Comedy, Action, Fantasy",Movie,Hindi,,5,4,5,,6,5
580,Saaho,"Adventure, Action, Thriller",Movie,Telugu,,5,,5,,,5
498,Naruto,"Comedy, Feel Good, Action, Fantasy, Magic",Animated Series,Japanese,9,5,♾️,,,7,♾️
497,Darlin in the franxx,"Romance, Action, Sci-Fi, War, SuperPowers",Animated Series,Japanese,1,5,7.5,,,,6.25
496,Sword Art Online,"Action, Fantasy, Thriller, Different, Magic",Animated Series,Japanese,4,5,7.5,,,6,6.17
468,Action Replayy,"Comedy, Romance, Sci-Fi",Movie,Hindi,,5,8,,,,6.5
467,Radhe Shyam,"Drama, Romance, Fantasy",Movie,Hindi,,5,,,,,5
231,Rise Of The Guardians ,"Drama, Adventure, Fantasy",Animated Movie,English,,5,8,,,,6.5
230,Extreme Job,"Comedy, Feel Good, Crime",Movie,Korean,,5,7,,,,6
229,Badmaash Company,"Drama, Comedy, Crime",Movie,Hindi,,5,,,,7,6
228,Patiala House,"Drama, Sports",Movie,Hindi,,5,,,,7,6
227,Dhamaka,"Drama, Thriller",Movie,Hindi,,5,,,6.5,,5.75
225,Dabbe: Curse Of The Jin,"Horror, Thriller, Mystery",Movie,Hindi,,5,,,,,5
224,Raaz 3: The Third Dimension,"Horror, Thriller",Movie,Hindi,,5,,,,,5
223,Kaminey,"Drama, Action, Thriller",Movie,Hindi,,5,,,,,5
1706,Platform 2,"Drama, Fantasy, Mystery",Movie,English,,4,,1,,,2.5
609,Krrish 3,"Drama, Action, Sci-Fi",Movie,Hindi,,4,6,6,5.5,5,5.3
495,Naruto : Shippuden,"Feel Good, Action, Fantasy, Thriller, Gods & Demons, Magic",Animated Series,Japanese,9,4,♾️,,,7,♾️
494,Fairy Tail,Thriller,Animated Series,Japanese,9,4,,,,,4
493,Jojo's Bizzare Adventure,"Action, Fantasy",Animated Series,Japanese,5,4,,,,,4
492,Nichijou,"Comedy, Life",Animated Series,Japanese,1,4,,,,,4
491,Robotic; Notes,"Drama, Sci-Fi, Thriller",Animated Series,Japanese,1,4,,,,,4
466,Rascals,"Comedy, Romance",Movie,Hindi,,4,,,,,4
222,Toonpur Ka Superrhero,"Comedy, Feel Good, Adventure",Movie,Hindi,,4,7,,,5,5.33
221,Aavesham,"Drama, Comedy, Life",Movie,Malyalam,,4,,,,,4
219,The Whole Truth,"Drama, Thriller, Mystery",Movie,Thai,,4,,,,,4
117,Asur,"Crime, Thriller, Mystery",Series,Hindi,2,3,,,6,4,4.33
1893,The Conjuring: Last Rites,Horror,Movie,English,,2,,5,,,3.5
1681,Uglies,"Drama, Sci-Fi, Fantasy",Movie,English,,2,3,,,,2.5
